Timestamp,Building_ID,Energy_Usage (kWh),Temperature (°C),Humidity (%),Building_Type,Occupancy_Level
2025-01-05 04:00:00,B006,200.17,34.64,36.17,Educational,Medium
2025-01-05 05:00:00,B006,353.31,-4.0,82.79,Educational,Medium
2025-01-05 06:00:00,B006,87.03,17.75,30.55,Educational,High
2025-01-05 07:00:00,B006,350.54,25.03,76.57,Educational,Low
2025-01-05 08:00:00,B006,53.51,21.22,49.36,Educational,Medium
2025-01-05 09:00:00,B006,302.5,14.01,79.41,Educational,Low
2025-01-05 10:00:00,B006,234.97,24.35,35.99,Educational,Low
2025-01-05 11:00:00,B006,217.14,-8.23,51.79,Educational,Medium
2025-01-05 12:00:00,B006,341.77,15.64,40.06,Educational,Low
2025-01-05 13:00:00,B006,468.5,21.82,49.78,Educational,Medium
2025-01-05 14:00:00,B006,383.36,17.07,70.3,Educational,High
2025-01-05 15:00:00,B006,340.89,-0.28,73.72,Educational,Medium
2025-01-05 16:00:00,B006,493.59,-0.37,65.87,Educational,Medium
2025-01-05 17:00:00,B006,181.6,-6.34,30.69,Educational,High
2025-01-05 18:00:00,B006,231.89,18.11,83.35,Educational,Medium
2025-01-05 19:00:00,B006,165.39,30.11,59.46,Educational,Medium
2025-01-05 20:00:00,B006,243.91,32.95,42.34,Educational,High
2025-01-05 21:00:00,B006,315.28,5.5,67.54,Educational,High
2025-01-05 22:00:00,B006,495.13,30.0,49.68,Educational,Low
2025-01-05 23:00:00,B006,373.85,17.65,70.78,Educational,Medium
2025-01-06 00:00:00,B006,435.74,6.88,57.72,Educational,Low
2025-01-06 01:00:00,B006,238.84,-1.53,30.5,Educational,High
2025-01-06 02:00:00,B006,452.29,33.47,83.11,Educational,Medium
2025-01-06 03:00:00,B006,314.32,-0.96,77.4,Educational,Medium
2025-01-06 04:00:00,B006,310.24,21.53,69.28,Educational,Low
2025-01-06 05:00:00,B006,325.84,34.35,82.94,Educational,Low
2025-01-06 06:00:00,B006,204.17,-5.25,41.3,Educational,High
2025-01-06 07:00:00,B006,361.75,-1.0,88.4,Educational,Low
2025-01-06 08:00:00,B006,430.64,32.54,81.88,Educational,Medium
2025-01-06 09:00:00,B006,415.41,-2.98,77.4,Educational,Low
2025-01-06 10:00:00,B006,73.3,31.23,84.51,Educational,High
2025-01-06 11:00:00,B006,163.71,4.72,62.23,Educational,Medium
2025-01-06 12:00:00,B006,415.02,24.81,38.72,Educational,Medium
2025-01-06 13:00:00,B006,398.67,5.18,67.99,Educational,High
2025-01-06 14:00:00,B006,85.02,12.38,38.89,Educational,Low
2025-01-06 15:00:00,B006,209.95,2.67,80.45,Educational,Low
2025-01-06 16:00:00,B006,432.27,32.82,64.08,Educational,Low
2025-01-06 17:00:00,B006,387.92,-7.12,72.88,Educational,Low
2025-01-06 18:00:00,B006,331.21,-9.34,74.88,Educational,Low
2025-01-06 19:00:00,B006,275.34,12.03,57.37,Educational,Low
2025-01-06 20:00:00,B006,57.1,27.08,82.73,Educational,Low
2025-01-06 21:00:00,B006,357.23,32.33,69.81,Educational,Low
2025-01-06 22:00:00,B006,422.37,6.21,66.01,Educational,Low
2025-01-06 23:00:00,B006,51.67,1.73,62.29,Educational,Low
2025-01-07 00:00:00,B006,287.63,8.51,46.13,Educational,High
2025-01-07 01:00:00,B006,82.27,-8.04,43.04,Educational,High
2025-01-07 02:00:00,B006,104.18,-4.47,63.92,Educational,Medium
2025-01-07 03:00:00,B006,487.42,-3.57,36.07,Educational,High
2025-01-07 04:00:00,B006,433.92,22.18,71.43,Educational,Low
2025-01-07 05:00:00,B006,490.05,9.55,39.03,Educational,Low
2025-01-07 06:00:00,B006,169.29,15.68,56.54,Educational,Low
2025-01-07 07:00:00,B006,282.92,28.64,69.11,Educational,High
2025-01-07 08:00:00,B006,72.07,29.89,63.74,Educational,High
2025-01-07 09:00:00,B006,193.23,6.56,52.54,Educational,Medium
2025-01-07 10:00:00,B006,186.76,1.94,37.76,Educational,High
2025-01-07 11:00:00,B006,119.15,17.73,39.31,Educational,Low
2025-01-07 12:00:00,B006,421.82,-8.09,55.18,Educational,Medium
2025-01-07 13:00:00,B006,405.98,11.06,64.05,Educational,Medium
2025-01-07 14:00:00,B006,185.24,-3.26,43.58,Educational,High
2025-01-07 15:00:00,B006,378.46,29.2,88.2,Educational,High
2025-01-07 16:00:00,B006,393.0,34.55,76.67,Educational,Medium
2025-01-07 17:00:00,B006,244.44,16.76,50.92,Educational,High
2025-01-07 18:00:00,B006,298.1,17.24,72.33,Educational,High
2025-01-07 19:00:00,B006,140.87,28.66,70.67,Educational,Medium
2025-01-07 20:00:00,B006,207.25,-0.43,52.46,Educational,High
2025-01-07 21:00:00,B006,407.95,7.46,53.01,Educational,Medium
2025-01-07 22:00:00,B006,79.15,23.25,42.69,Educational,High
2025-01-07 23:00:00,B006,278.05,27.8,64.91,Educational,Medium
2025-01-08 00:00:00,B006,411.98,-0.68,50.15,Educational,Medium
2025-01-08 01:00:00,B006,329.48,31.25,47.95,Educational,Low
2025-01-08 02:00:00,B006,293.94,24.45,80.4,Educational,High
2025-01-08 03:00:00,B006,189.95,3.77,70.06,Educational,Medium
2025-01-08 04:00:00,B006,219.09,34.21,69.92,Educational,Low
2025-01-08 05:00:00,B006,162.73,-6.4,54.19,Educational,High
2025-01-08 06:00:00,B006,495.3,-2.9,60.98,Educational,High
2025-01-08 07:00:00,B006,494.98,25.23,34.28,Educational,Low
2025-01-08 08:00:00,B006,241.39,17.18,33.27,Educational,High
2025-01-08 09:00:00,B006,259.03,30.33,46.35,Educational,Low
2025-01-08 10:00:00,B006,316.25,-9.43,30.07,Educational,High
2025-01-08 11:00:00,B006,156.09,4.89,87.28,Educational,Low
2025-01-08 12:00:00,B006,74.16,4.1,38.97,Educational,Low
2025-01-08 13:00:00,B006,137.02,14.17,80.96,Educational,Low
2025-01-08 14:00:00,B006,85.41,9.18,86.75,Educational,Medium
2025-01-08 15:00:00,B006,165.53,-5.46,66.33,Educational,Low
2025-01-08 16:00:00,B006,261.51,-9.12,74.01,Educational,Low
2025-01-08 17:00:00,B006,286.41,-4.84,89.5,Educational,Medium
2025-01-08 18:00:00,B006,288.95,20.73,68.24,Educational,High
2025-01-08 19:00:00,B006,182.23,24.02,52.95,Educational,High
2025-01-08 20:00:00,B006,355.18,30.6,53.14,Educational,Medium
2025-01-08 21:00:00,B006,376.16,-7.32,64.89,Educational,Medium
2025-01-08 22:00:00,B006,346.79,14.64,59.68,Educational,High
2025-01-08 23:00:00,B006,276.68,-2.72,52.16,Educational,Low
2025-01-09 00:00:00,B006,293.74,7.45,36.06,Educational,Low
2025-01-09 01:00:00,B006,88.46,7.16,80.52,Educational,Medium
2025-01-09 02:00:00,B006,147.42,1.86,42.51,Educational,High
2025-01-09 03:00:00,B006,476.56,22.26,82.89,Educational,Medium
2025-01-09 04:00:00,B006,225.89,-5.96,67.53,Educational,Medium
2025-01-09 05:00:00,B006,64.16,21.3,56.31,Educational,High
2025-01-09 06:00:00,B006,410.75,19.23,58.06,Educational,High
2025-01-09 07:00:00,B006,261.84,7.48,79.24,Educational,High
2025-01-09 08:00:00,B006,321.64,30.3,81.97,Educational,High
2025-01-09 09:00:00,B006,171.5,-8.43,45.66,Educational,Low
2025-01-09 10:00:00,B006,367.76,34.39,61.32,Educational,Low
2025-01-09 11:00:00,B006,110.92,-2.99,67.83,Educational,Medium
2025-01-09 12:00:00,B006,436.84,32.33,42.1,Educational,Medium
2025-01-09 13:00:00,B006,93.46,-8.2,58.74,Educational,Low
2025-01-09 14:00:00,B006,308.8,23.22,59.41,Educational,High
2025-01-09 15:00:00,B006,303.26,2.53,35.74,Educational,Low
2025-01-09 16:00:00,B006,146.9,22.49,78.64,Educational,High
2025-01-09 17:00:00,B006,371.61,15.55,88.62,Educational,Low
2025-01-09 18:00:00,B006,73.42,0.84,71.04,Educational,Medium
2025-01-09 19:00:00,B006,141.83,21.2,85.02,Educational,Low
2025-01-09 20:00:00,B006,71.46,-7.25,86.51,Educational,Medium
2025-01-09 21:00:00,B006,155.11,23.12,30.47,Educational,Medium
2025-01-09 22:00:00,B006,161.31,8.06,73.13,Educational,High
2025-01-09 23:00:00,B006,351.01,19.48,56.75,Educational,Medium
2025-01-10 00:00:00,B006,426.17,24.13,49.28,Educational,Low
2025-01-10 01:00:00,B006,148.29,17.13,63.51,Educational,Low
2025-01-10 02:00:00,B006,73.25,5.16,75.19,Educational,Medium
2025-01-10 03:00:00,B006,117.8,29.74,40.02,Educational,Medium
2025-01-10 04:00:00,B006,377.97,23.65,53.85,Educational,Low
2025-01-10 05:00:00,B006,163.6,6.82,80.76,Educational,High
2025-01-10 06:00:00,B006,127.82,20.72,55.63,Educational,High
2025-01-10 07:00:00,B006,152.42,34.43,63.59,Educational,Low
2025-01-10 08:00:00,B006,374.97,17.68,39.05,Educational,Medium
2025-01-10 09:00:00,B006,177.86,22.98,36.52,Educational,Medium
2025-01-10 10:00:00,B006,389.54,22.47,38.45,Educational,Medium
2025-01-10 11:00:00,B006,384.25,11.43,33.0,Educational,Medium
2025-01-10 12:00:00,B006,233.03,4.24,68.42,Educational,High
2025-01-10 13:00:00,B006,297.69,-4.51,36.76,Educational,High
2025-01-10 14:00:00,B006,75.37,13.63,35.0,Educational,Low
2025-01-10 15:00:00,B006,325.86,-2.24,31.24,Educational,Low
2025-01-10 16:00:00,B006,364.2,31.68,78.69,Educational,Medium
2025-01-10 17:00:00,B006,149.58,4.73,43.08,Educational,High
2025-01-10 18:00:00,B006,301.83,20.82,87.83,Educational,Medium
2025-01-10 19:00:00,B006,260.63,0.49,65.32,Educational,High
2025-01-10 20:00:00,B006,87.56,-9.75,31.79,Educational,Medium
2025-01-10 21:00:00,B006,269.58,-1.6,83.68,Educational,Medium
2025-01-10 22:00:00,B006,282.36,-5.74,49.3,Educational,Low
2025-01-10 23:00:00,B006,99.82,26.53,79.76,Educational,High
2025-01-11 00:00:00,B006,74.48,19.55,80.22,Educational,Medium
2025-01-11 01:00:00,B006,443.56,-0.4,49.52,Educational,Low
2025-01-11 02:00:00,B006,378.59,3.44,62.57,Educational,High
2025-01-11 03:00:00,B006,332.43,32.09,47.94,Educational,Medium
2025-01-11 04:00:00,B006,420.34,16.4,66.78,Educational,Medium
2025-01-11 05:00:00,B006,219.27,11.05,55.16,Educational,Medium
2025-01-11 06:00:00,B006,379.68,17.64,42.38,Educational,Medium
2025-01-11 07:00:00,B006,104.31,18.25,30.01,Educational,Low
2025-01-11 08:00:00,B006,294.22,25.96,32.18,Educational,Medium
2025-01-11 09:00:00,B006,243.55,21.1,61.27,Educational,Low
2025-01-11 10:00:00,B006,128.46,25.62,87.32,Educational,Low
2025-01-11 11:00:00,B006,137.51,23.75,46.53,Educational,High
2025-01-11 12:00:00,B006,353.31,9.57,63.52,Educational,Low
2025-01-11 13:00:00,B006,363.32,-7.62,79.03,Educational,High
2025-01-11 14:00:00,B006,316.75,30.33,36.53,Educational,High
2025-01-11 15:00:00,B006,318.5,2.93,65.55,Educational,High
2025-01-11 16:00:00,B006,228.47,12.83,89.75,Educational,High
2025-01-11 17:00:00,B006,406.51,33.26,55.62,Educational,High
2025-01-11 18:00:00,B006,236.35,17.63,42.81,Educational,Medium
2025-01-11 19:00:00,B006,325.05,32.0,41.74,Educational,Medium
2025-01-11 20:00:00,B006,116.99,25.69,66.03,Educational,Medium
2025-01-11 21:00:00,B006,208.61,-2.19,52.4,Educational,High
2025-01-11 22:00:00,B006,240.77,15.05,42.79,Educational,Medium
2025-01-11 23:00:00,B006,230.27,-1.34,46.24,Educational,Medium
2025-01-12 00:00:00,B006,157.92,30.13,88.27,Educational,High
2025-01-12 01:00:00,B006,252.38,2.53,86.59,Educational,Low
2025-01-12 02:00:00,B006,265.32,14.19,59.51,Educational,High
2025-01-12 03:00:00,B006,234.85,29.46,61.65,Educational,High
2025-01-12 04:00:00,B006,202.58,15.45,47.49,Educational,Medium
2025-01-12 05:00:00,B006,260.63,-0.21,50.05,Educational,Low
2025-01-12 06:00:00,B006,284.04,8.03,61.29,Educational,Low
2025-01-12 07:00:00,B006,378.46,13.91,79.72,Educational,High
2025-01-12 08:00:00,B006,370.72,29.69,52.27,Educational,Medium
2025-01-12 09:00:00,B006,484.48,13.71,63.21,Educational,Low
2025-01-12 10:00:00,B006,295.93,-0.76,75.31,Educational,Medium
2025-01-12 11:00:00,B006,439.97,25.76,87.76,Educational,Low
2025-01-12 12:00:00,B006,87.78,5.28,48.65,Educational,Medium
2025-01-12 13:00:00,B006,402.63,19.7,61.06,Educational,High
2025-01-12 14:00:00,B006,371.8,11.92,55.52,Educational,Medium
2025-01-12 15:00:00,B006,442.34,7.79,50.0,Educational,Low
2025-01-12 16:00:00,B006,448.83,2.22,32.34,Educational,Low
2025-01-12 17:00:00,B006,438.74,16.83,64.47,Educational,Low
2025-01-12 18:00:00,B006,311.89,20.13,49.55,Educational,Low
2025-01-12 19:00:00,B006,498.27,-4.76,80.97,Educational,High
2025-01-12 20:00:00,B006,427.48,6.91,61.93,Educational,Medium
2025-01-12 21:00:00,B006,277.91,29.19,42.81,Educational,Medium
2025-01-12 22:00:00,B006,463.15,1.18,66.79,Educational,Medium
2025-01-12 23:00:00,B006,248.24,13.38,67.92,Educational,Low
2025-01-13 00:00:00,B006,253.45,26.79,62.02,Educational,Medium
2025-01-13 01:00:00,B006,83.24,2.87,52.0,Educational,Low
2025-01-13 02:00:00,B006,75.48,-2.36,47.12,Educational,Low
2025-01-13 03:00:00,B006,353.04,-9.17,75.34,Educational,High
2025-01-13 04:00:00,B006,99.72,27.33,71.73,Educational,Low
2025-01-13 05:00:00,B006,448.01,-6.16,56.66,Educational,Medium
2025-01-13 06:00:00,B006,103.48,4.04,56.62,Educational,High
2025-01-13 07:00:00,B006,368.01,33.8,83.59,Educational,Medium
2025-01-13 08:00:00,B006,499.19,-9.84,31.66,Educational,Low
2025-01-13 09:00:00,B006,139.76,-7.27,44.23,Educational,Medium
2025-01-13 10:00:00,B006,305.49,33.7,83.0,Educational,Low
2025-01-13 11:00:00,B006,276.47,31.68,78.9,Educational,Low
2025-01-13 12:00:00,B006,492.02,21.89,33.75,Educational,Low
2025-01-13 13:00:00,B006,73.61,3.2,85.27,Educational,High
2025-01-13 14:00:00,B006,280.17,-5.8,85.25,Educational,Low
2025-01-13 15:00:00,B006,84.5,6.0,83.99,Educational,Low
2025-01-13 16:00:00,B006,258.86,-8.89,84.52,Educational,High
2025-01-13 17:00:00,B006,424.55,-4.98,85.23,Educational,Low
2025-01-13 18:00:00,B006,473.11,21.18,82.06,Educational,Low
2025-01-13 19:00:00,B006,267.01,15.74,66.95,Educational,High
2025-01-13 20:00:00,B006,476.44,6.59,30.61,Educational,Medium
2025-01-13 21:00:00,B006,444.57,26.88,67.06,Educational,Low
2025-01-13 22:00:00,B006,304.49,18.68,74.37,Educational,Low
2025-01-13 23:00:00,B006,66.27,4.46,75.81,Educational,High
2025-01-14 00:00:00,B006,293.03,8.64,88.63,Educational,Medium
2025-01-14 01:00:00,B006,415.26,23.59,63.6,Educational,Medium
2025-01-14 02:00:00,B006,158.94,9.47,45.32,Educational,Medium
2025-01-14 03:00:00,B006,133.7,1.46,48.3,Educational,Low
2025-01-14 04:00:00,B006,264.01,3.47,49.39,Educational,High
2025-01-14 05:00:00,B006,353.28,14.18,56.65,Educational,High
2025-01-14 06:00:00,B006,422.46,9.25,68.47,Educational,Medium
2025-01-14 07:00:00,B006,427.83,9.17,68.68,Educational,High
2025-01-14 08:00:00,B006,425.49,-3.24,69.52,Educational,Low
2025-01-14 09:00:00,B006,467.44,8.33,89.93,Educational,Medium
2025-01-14 10:00:00,B006,113.15,6.7,72.3,Educational,High
2025-01-14 11:00:00,B006,160.74,15.98,55.07,Educational,Medium
2025-01-14 12:00:00,B006,179.7,-1.26,88.44,Educational,Medium
2025-01-14 13:00:00,B006,154.89,24.79,35.26,Educational,High
2025-01-14 14:00:00,B006,461.61,20.35,54.22,Educational,Low
2025-01-14 15:00:00,B006,447.18,32.5,36.03,Educational,Low
2025-01-14 16:00:00,B006,331.43,26.76,69.21,Educational,Medium
2025-01-14 17:00:00,B006,164.05,6.04,41.48,Educational,Medium
2025-01-14 18:00:00,B006,267.8,21.58,43.63,Educational,High
2025-01-14 19:00:00,B006,211.21,-5.54,75.48,Educational,Medium
2025-01-14 20:00:00,B006,230.6,-1.33,51.37,Educational,Low
2025-01-14 21:00:00,B006,438.13,26.44,37.68,Educational,Medium
2025-01-14 22:00:00,B006,123.85,-7.55,49.78,Educational,High
2025-01-14 23:00:00,B006,208.46,9.29,79.45,Educational,Low
2025-01-15 00:00:00,B006,398.42,22.07,68.1,Educational,High
2025-01-15 01:00:00,B006,58.19,26.1,86.81,Educational,Low
2025-01-15 02:00:00,B006,150.36,13.65,35.48,Educational,Low
2025-01-15 03:00:00,B006,311.81,13.49,49.85,Educational,Medium
2025-01-15 04:00:00,B006,481.46,-0.73,69.29,Educational,Medium
2025-01-15 05:00:00,B006,361.55,31.01,60.09,Educational,Medium
2025-01-15 06:00:00,B006,60.06,-2.28,63.89,Educational,High
2025-01-15 07:00:00,B006,466.2,28.15,52.6,Educational,Medium
2025-01-15 08:00:00,B006,62.23,1.84,72.62,Educational,Medium
2025-01-15 09:00:00,B006,209.02,26.39,44.15,Educational,High
2025-01-15 10:00:00,B006,262.64,5.34,87.28,Educational,High
2025-01-15 11:00:00,B006,100.52,22.7,86.66,Educational,Low
2025-01-15 12:00:00,B006,217.48,20.27,85.47,Educational,High
2025-01-15 13:00:00,B006,70.35,-9.92,51.04,Educational,Medium
2025-01-15 14:00:00,B006,95.98,11.16,61.81,Educational,Medium
2025-01-15 15:00:00,B006,461.7,-3.69,62.26,Educational,High
2025-01-15 16:00:00,B006,142.52,14.49,78.26,Educational,High
2025-01-15 17:00:00,B006,228.05,-1.51,63.7,Educational,Low
2025-01-15 18:00:00,B006,302.79,19.72,80.0,Educational,Low
2025-01-15 19:00:00,B006,428.76,-0.13,74.05,Educational,Low
2025-01-15 20:00:00,B006,332.05,14.91,87.67,Educational,Medium
2025-01-15 21:00:00,B006,91.95,-7.93,36.7,Educational,Medium
2025-01-15 22:00:00,B006,468.21,5.12,34.03,Educational,Low
2025-01-15 23:00:00,B006,470.82,32.97,87.53,Educational,High
2025-01-01 00:00:00,B007,213.72,-6.73,64.13,Industrial,Medium
2025-01-01 01:00:00,B007,86.46,4.24,87.98,Industrial,Low
2025-01-01 02:00:00,B007,205.34,-1.63,30.29,Industrial,Low
2025-01-01 03:00:00,B007,94.8,3.79,60.05,Industrial,High
2025-01-01 04:00:00,B007,462.41,18.26,80.42,Industrial,High
2025-01-01 05:00:00,B007,456.96,-6.15,43.0,Industrial,Low
2025-01-01 06:00:00,B007,135.39,31.69,31.93,Industrial,Medium
2025-01-01 07:00:00,B007,144.39,-1.04,86.44,Industrial,High
2025-01-01 08:00:00,B007,212.17,9.21,88.92,Industrial,Medium
2025-01-01 09:00:00,B007,441.87,-9.74,53.29,Industrial,Low
2025-01-01 10:00:00,B007,235.34,22.22,36.57,Industrial,High
2025-01-01 11:00:00,B007,432.52,17.14,38.74,Industrial,Medium
2025-01-01 12:00:00,B007,61.1,20.39,85.95,Industrial,Low
2025-01-01 13:00:00,B007,172.37,7.28,74.05,Industrial,Low
2025-01-01 14:00:00,B007,155.72,-5.49,38.9,Industrial,Low
2025-01-01 15:00:00,B007,229.39,5.26,56.18,Industrial,Low
2025-01-01 16:00:00,B007,126.4,16.13,59.02,Industrial,High
2025-01-01 17:00:00,B007,202.39,3.21,42.69,Industrial,High
2025-01-01 18:00:00,B007,92.67,5.61,32.19,Industrial,Low
2025-01-01 19:00:00,B007,386.05,4.65,70.09,Industrial,Low
2025-01-01 20:00:00,B007,179.52,1.18,71.09,Industrial,High
2025-01-01 21:00:00,B007,382.39,33.15,81.74,Industrial,Medium
2025-01-01 22:00:00,B007,197.07,-2.24,66.08,Industrial,Medium
2025-01-01 23:00:00,B007,432.59,31.95,66.07,Industrial,Low
2025-01-02 00:00:00,B007,455.66,-2.15,51.17,Industrial,Low
2025-01-02 01:00:00,B007,329.51,0.59,63.45,Industrial,Medium
2025-01-02 02:00:00,B007,373.84,-9.0,63.89,Industrial,Low
2025-01-02 03:00:00,B007,155.48,13.96,36.85,Industrial,High
2025-01-02 04:00:00,B007,50.6,4.57,43.2,Industrial,Low
2025-01-02 05:00:00,B007,220.75,27.72,48.79,Industrial,Medium
2025-01-02 06:00:00,B007,282.56,-0.39,62.19,Industrial,Low
2025-01-02 07:00:00,B007,155.58,1.81,72.24,Industrial,Medium
2025-01-02 08:00:00,B007,467.27,31.94,60.76,Industrial,Low
2025-01-02 09:00:00,B007,355.48,23.64,36.92,Industrial,Low
2025-01-02 10:00:00,B007,275.04,-5.35,41.86,Industrial,High
2025-01-02 11:00:00,B007,246.78,22.94,71.0,Industrial,Medium
2025-01-02 12:00:00,B007,202.56,15.71,56.84,Industrial,Medium
2025-01-02 13:00:00,B007,72.76,12.2,47.76,Industrial,Medium
2025-01-02 14:00:00,B007,424.52,10.67,70.77,Industrial,High
2025-01-02 15:00:00,B007,279.45,28.84,55.0,Industrial,Medium
2025-01-02 16:00:00,B007,472.5,25.12,85.27,Industrial,Medium
2025-01-02 17:00:00,B007,210.45,27.48,32.66,Industrial,Low
2025-01-02 18:00:00,B007,414.44,34.29,79.44,Industrial,Low
2025-01-02 19:00:00,B007,292.98,-1.11,55.84,Industrial,Medium
2025-01-02 20:00:00,B007,350.14,10.12,86.04,Industrial,Low
2025-01-02 21:00:00,B007,339.91,-9.08,73.48,Industrial,Low
2025-01-02 22:00:00,B007,498.82,29.27,47.84,Industrial,High
2025-01-02 23:00:00,B007,265.41,8.27,82.39,Industrial,Low
2025-01-03 00:00:00,B007,343.44,23.19,30.16,Industrial,Low
2025-01-03 01:00:00,B007,314.82,14.17,77.15,Industrial,Low
2025-01-03 02:00:00,B007,328.64,10.61,64.03,Industrial,Low
2025-01-03 03:00:00,B007,130.69,26.59,86.43,Industrial,Low
2025-01-03 04:00:00,B007,87.71,-2.77,73.99,Industrial,Medium
2025-01-03 05:00:00,B007,272.34,6.23,82.35,Industrial,Medium
2025-01-03 06:00:00,B007,332.11,-2.18,33.83,Industrial,High
2025-01-03 07:00:00,B007,232.03,14.92,86.28,Industrial,High
2025-01-03 08:00:00,B007,297.95,24.67,52.25,Industrial,Low
2025-01-03 09:00:00,B007,53.26,34.46,69.53,Industrial,High
2025-01-03 10:00:00,B007,256.68,15.45,71.64,Industrial,Low
2025-01-03 11:00:00,B007,447.27,-1.71,80.42,Industrial,Low
2025-01-03 12:00:00,B007,336.78,25.45,71.99,Industrial,Low
2025-01-03 13:00:00,B007,462.79,10.67,34.66,Industrial,High
2025-01-03 14:00:00,B007,366.0,11.46,48.73,Industrial,Low
2025-01-03 15:00:00,B007,149.06,27.64,71.4,Industrial,High
2025-01-03 16:00:00,B007,222.78,24.69,38.57,Industrial,Medium
2025-01-03 17:00:00,B007,168.11,4.79,36.47,Industrial,Low
2025-01-03 18:00:00,B007,456.27,2.42,55.26,Industrial,Medium
2025-01-03 19:00:00,B007,481.97,5.08,76.71,Industrial,Medium
2025-01-03 20:00:00,B007,396.09,7.73,73.77,Industrial,Low
2025-01-03 21:00:00,B007,460.8,23.97,43.63,Industrial,High
2025-01-03 22:00:00,B007,224.41,15.93,79.89,Industrial,Low
2025-01-03 23:00:00,B007,341.41,-9.84,45.22,Industrial,High
2025-01-04 00:00:00,B007,127.39,8.93,79.97,Industrial,High
2025-01-04 01:00:00,B007,294.59,13.66,47.52,Industrial,High
2025-01-04 02:00:00,B007,62.37,-7.09,74.03,Industrial,Low
2025-01-04 03:00:00,B007,346.0,16.15,61.79,Industrial,Low
2025-01-04 04:00:00,B007,185.16,13.72,57.94,Industrial,High
2025-01-04 05:00:00,B007,162.74,5.02,58.28,Industrial,Low
2025-01-04 06:00:00,B007,135.64,29.43,64.34,Industrial,Medium
2025-01-04 07:00:00,B007,439.16,21.26,30.49,Industrial,Medium
2025-01-04 08:00:00,B007,439.32,16.08,36.68,Industrial,Medium
2025-01-04 09:00:00,B007,289.04,20.73,44.24,Industrial,High
2025-01-04 10:00:00,B007,475.05,9.99,69.69,Industrial,Low
2025-01-04 11:00:00,B007,250.45,22.05,52.55,Industrial,Medium
2025-01-04 12:00:00,B007,92.51,6.69,72.54,Industrial,Medium
2025-01-04 13:00:00,B007,160.32,12.75,31.94,Industrial,Medium
2025-01-04 14:00:00,B007,299.43,20.01,85.81,Industrial,Medium
2025-01-04 15:00:00,B007,194.2,-1.06,81.28,Industrial,High
2025-01-04 16:00:00,B007,386.41,22.87,32.78,Industrial,High
2025-01-04 17:00:00,B007,105.88,32.22,87.98,Industrial,High
2025-01-04 18:00:00,B007,475.79,34.88,86.55,Industrial,Low
2025-01-04 19:00:00,B007,301.22,28.76,79.87,Industrial,High
2025-01-04 20:00:00,B007,76.84,4.3,89.47,Industrial,Low
2025-01-04 21:00:00,B007,231.92,7.72,48.17,Industrial,High
2025-01-04 22:00:00,B007,134.17,28.92,53.43,Industrial,Low
2025-01-04 23:00:00,B007,425.41,3.69,58.14,Industrial,Medium
2025-01-05 00:00:00,B007,74.2,31.6,69.7,Industrial,Medium
2025-01-05 01:00:00,B007,355.34,16.21,63.18,Industrial,High
2025-01-05 02:00:00,B007,454.95,5.66,36.69,Industrial,Medium
2025-01-05 03:00:00,B007,377.76,30.36,33.16,Industrial,Low
2025-01-05 04:00:00,B007,135.01,24.15,35.45,Industrial,Medium
2025-01-05 05:00:00,B007,78.74,6.04,66.06,Industrial,Medium
2025-01-05 06:00:00,B007,267.76,26.63,87.23,Industrial,High
2025-01-05 07:00:00,B007,255.15,32.9,81.03,Industrial,Medium
2025-01-05 08:00:00,B007,373.26,17.55,47.14,Industrial,High
2025-01-05 09:00:00,B007,345.0,16.66,35.98,Industrial,Medium
2025-01-05 10:00:00,B007,485.9,20.25,39.22,Industrial,High
2025-01-05 11:00:00,B007,240.48,24.83,88.31,Industrial,Medium
2025-01-05 12:00:00,B007,59.62,32.49,40.18,Industrial,High
2025-01-05 13:00:00,B007,62.87,30.9,79.3,Industrial,Medium
2025-01-05 14:00:00,B007,76.21,-2.97,36.32,Industrial,Medium
2025-01-05 15:00:00,B007,299.75,0.96,33.13,Industrial,High
2025-01-05 16:00:00,B007,337.85,15.66,36.77,Industrial,Medium
2025-01-05 17:00:00,B007,271.23,-9.17,38.88,Industrial,High
2025-01-05 18:00:00,B007,310.76,1.11,48.55,Industrial,High
2025-01-05 19:00:00,B007,300.81,29.99,49.56,Industrial,Low
2025-01-05 20:00:00,B007,499.92,14.01,79.59,Industrial,Low
2025-01-05 21:00:00,B007,218.6,1.36,36.85,Industrial,Low
2025-01-05 22:00:00,B007,184.19,28.03,66.13,Industrial,High
2025-01-05 23:00:00,B007,405.25,20.32,66.56,Industrial,High
2025-01-06 00:00:00,B007,238.03,15.19,31.32,Industrial,High
2025-01-06 01:00:00,B007,347.46,19.76,80.88,Industrial,High
2025-01-06 02:00:00,B007,367.26,1.91,43.31,Industrial,High
2025-01-06 03:00:00,B007,280.73,11.4,68.71,Industrial,High
2025-01-06 04:00:00,B007,221.6,-1.66,51.32,Industrial,High
2025-01-06 05:00:00,B007,283.88,20.68,56.97,Industrial,Low
2025-01-06 06:00:00,B007,50.64,15.2,65.44,Industrial,Low
2025-01-06 07:00:00,B007,375.51,7.18,49.15,Industrial,High
2025-01-06 08:00:00,B007,397.76,1.24,66.53,Industrial,Medium
2025-01-06 09:00:00,B007,144.76,13.33,62.31,Industrial,Medium
2025-01-06 10:00:00,B007,178.21,30.32,81.69,Industrial,Medium
